epoch,loss,mae,val_loss,val_mae
0,0.015550135195787464,0.015550134,0.014527644496411085,0.014527643099427223
1,0.013682558826569999,0.013682559,0.014354871958494187,0.014354870654642582
2,0.013128266290628484,0.013128266,0.014284610515460372,0.014284610748291016
3,0.012322439985083682,0.012322441,0.014675228530541063,0.014675227925181389
4,0.011465029631342208,0.011465032,0.014093886828050017,0.014093887060880661
5,0.010458296381070145,0.010458295,0.014092509262263775,0.01409251056611538
6,0.00983825005990054,0.009838249,0.0146742211189121,0.014674222096800804
7,0.009350791097884732,0.0093507925,0.014173538843169808,0.014173537492752075
8,0.009179993399551936,0.009179995,0.014128519967198373,0.014128521084785461
9,0.0085185808728316,0.00851858,0.01404361086897552,0.014043612405657768
10,0.008011509953731937,0.00801151,0.014151775231584906,0.014151775278151035
11,0.008070037314402206,0.008070039,0.014817918976768851,0.014817916788160801
12,0.007670739386230707,0.0076707397,0.015346655948087573,0.015346654690802097
13,0.0076846256053873475,0.0076846224,0.01388665372505784,0.013886653818190098
14,0.0071727661548980646,0.0071727657,0.014290987746790051,0.014290987513959408
15,0.007287010949637208,0.007287012,0.013952638395130635,0.013952639885246754
16,0.0068055148286345814,0.0068055145,0.014444682421162725,0.0144446836784482
17,0.0070558271171259025,0.0070558283,0.014366181986406445,0.014366181567311287
18,0.006818379967340402,0.006818379,0.014689843473024666,0.01468984130769968
19,0.006506137997244618,0.0065061394,0.014931212924420834,0.0149312112480402
20,0.006400861323345453,0.006400861,0.014464474469423293,0.014464475214481354
21,0.006021889019757509,0.0060218885,0.014759978419169784,0.014759979210793972
22,0.006060866762085684,0.006060867,0.01447287043556571,0.014472871087491512
23,0.006157644726668618,0.006157645,0.014509592251852155,0.014509594067931175
24,0.006090920796019158,0.0060909204,0.014915872411802412,0.014915871433913708
25,0.005966049737097429,0.0059660496,0.01459593204781413,0.014595931395888329
26,0.005728266260121018,0.0057282667,0.01428155587054789,0.014281556010246277
27,0.0058751971593924935,0.0058751977,0.014209506893530488,0.0142095061019063
28,0.005395273233963442,0.0053952727,0.014127633441239596,0.014127632603049278
29,0.0057083948881232315,0.0057083946,0.014864221913740039,0.014864222146570683
