epoch,loss,mae,val_loss,val_mae
0,0.006358663836726919,0.0063586645,0.0019225510535761715,0.0019225508440285921
1,0.0027687831823381462,0.0027687836,0.002214280015323311,0.002214280189946294
2,0.002086234831949696,0.0020862345,0.001446539189782925,0.0014465393032878637
3,0.0017097785108489915,0.0017097783,0.001628225890453905,0.001628225902095437
4,0.0014746098870611084,0.0014746097,0.0012253925728145988,0.0012253925669938326
5,0.0014588683494366705,0.0014588683,0.001621424569748342,0.0016214246861636639
6,0.0016388032697640094,0.0016388032,0.0015139376686420293,0.001513937721028924
7,0.0015620811235359205,0.0015620814,0.0015850102063268423,0.0015850103227421641
8,0.0015756099522280108,0.0015756099,0.0015096933231689036,0.001509693218395114
9,0.001552807482741108,0.0015528076,0.001444373544654809,0.0014443735126405954
10,0.001536001534051528,0.0015360018,0.001550776424119249,0.001550776418298483
11,0.0015564575067920877,0.0015564575,0.0013235171383712441,0.0013235171791166067
12,0.0015072792959732136,0.0015072793,0.001358343835454434,0.0013583438703790307
13,0.0014622866887033783,0.0014622866,0.0012399575032759457,0.0012399577535688877
14,0.001470335989142768,0.0014703359,0.0013677867595106364,0.0013677867827937007
15,0.0014494658177552212,0.0014494656,0.001769058732315898,0.0017690587555989623
16,0.0014377467937135536,0.0014377466,0.0012447319488273934,0.0012447320623323321
17,0.0014478353417611547,0.0014478355,0.0015407433558721096,0.0015407431637868285
18,0.0014598059958578753,0.001459806,0.001376709752366878,0.0013767097843810916
19,0.0014810323790048381,0.0014810323,0.0012830571504309773,0.0012830571504309773
